cleaned,complaint,not_complaint,username,tweet,date,kmeans_umap,kmeans_flair,kmeans_pca,dbscan_umap,dbscan_flair,dbscan_pca
let me introduce you to indonesia first super financial get return up to pa and noncollateralized loan in one single and use my a to get koin or click,,,laurentiaangel,"Hi, let me introduce you to *KoinWorks*, Indonesia First Super Financial App. Get *return up to 18% p.a* and *non-collateralized loan* in one single app.

 https://youtu.be/D1N34eRVkqM 

Download and *Use my code  a66205 to get 350,000* KOIN or click https://koinworks.onelink.me/LgVI/8586b9fe ",2020-03-09,7,2,3,-1,39,10
let me introduce you to indonesia first super financial get return up to pa and noncollateralized loan in one single and use my a to get koin or click,,,laurentiaangel,"Hi, let me introduce you to *KoinWorks*, Indonesia First Super Financial App. Get *return up to 18% p.a* and *non-collateralized loan* in one single app.

 https://youtu.be/D1N34eRVkqM 

Download and *Use my code  a66205 to get 350,000* KOIN or click https://koinworks.onelink.me/LgVI/8586b9fe ",2020-03-09,7,2,3,-1,39,10
let me introduce you to indonesia first super financial get return up to pa and noncollateralized loan in one single and use my a to get koin or click,,,laurentiaangel,"Hi, let me introduce you to *KoinWorks*, Indonesia First Super Financial App. Get *return up to 18% p.a* and *non-collateralized loan* in one single app.

 https://youtu.be/D1N34eRVkqM 

Download and *Use my code  a66205 to get 350,000* KOIN or click https://koinworks.onelink.me/LgVI/8586b9fe ",2020-03-09,7,2,3,-1,39,10
let me introduce you to indonesia first super financial get return up to pa and noncollateralized loan in one single and use my a to get koin or click,,,laurentiaangel,"Hi, let me introduce you to *KoinWorks*, Indonesia First Super Financial App. Get *return up to 18% p.a* and *non-collateralized loan* in one single app.

 https://youtu.be/D1N34eRVkqM 

Download and *Use my code  a66205 to get 350,000* KOIN or click https://koinworks.onelink.me/LgVI/8586b9fe ",2020-03-09,7,2,3,-1,39,10
walk in interview x ambassador hospitality training center ahtc dapatkan kesempatan dubai daftarkan dirimu mengikuti interview langsung link dibawah ini… …,,,lokercirebon,"Walk In Interview Koinworks X Ambassador Hospitality Training Center (AHTC)

Dapatkan kesempatan untuk bekerja di Dubai!
Daftarkan dirimu untuk mengikuti interview langsung di link dibawah ini…  https://www.instagram.com/p/B9fmq3bhwaW/?igshid=4uuq69ifeib5 …",2020-03-09,0,4,0,-1,-1,0
walk in interview x ambassador hospitality training center ahtc dapatkan kesempatan dubai daftarkan dirimu mengikuti interview langsung link dibawah ini… …,,,lokercirebon,"Walk In Interview Koinworks X Ambassador Hospitality Training Center (AHTC)

Dapatkan kesempatan untuk bekerja di Dubai!
Daftarkan dirimu untuk mengikuti interview langsung di link dibawah ini…  https://www.instagram.com/p/B9fmq3bhwaW/?igshid=4uuq69ifeib5 …",2020-03-09,0,4,0,-1,-1,0
pp rb fl udh paid tp sampe ada terima gmn nih,,,ishakirene,@koinworks .. p2p saya buat RB FL 3741.. katanya udh paid.. tp sampe sekarang belum ada saya terima.. gmn nih?,2020-03-09,0,0,0,-1,-1,0
lender salurkan pendanaan koinrobo … fintech,,,kontannews,Sebanyak 30% lender Koinworks salurkan pendanaan melalui KoinRobo  http://keuangan.kontan.co.id/news/sebanyak-30-lender-koinworks-salurkan-pendanaan-melalui-koinrobo … #Fintech,2020-03-08,0,4,0,-1,-1,0
salurin dukungan finansial changemaker pendanaan koinpp koinrobo tenor via super financial kasih perubahan positif bangsa negara bakal… …,,,koinworks,"Yuk, salurin dukungan finansial kamu dan jadilah #ChangeMaker lewat pendanaan KoinP2P dan KoinRobo di semua tenor via Super Financial App!

Selain kasih perubahan positif buat bangsa dan negara, kamu juga bakal…  https://www.instagram.com/p/B9adFS_gon_/?igshid=7eg4dbqskjro …",2020-03-07,0,4,0,-1,-1,0
welly ng salah female led koinrobo udah bikin perubahan sosial ikutin jejaknya pendanaan koinrobo biar bisa kasih dampak sosial masyarakat dengan… …,,,koinworks,"Welly Ng jadi salah satu Female Led di KoinRobo yang udah bikin perubahan sosial di sekitarnya.

Yuk, ikutin jejaknya dengan melakukan pendanaan di KoinRobo biar bisa kasih dampak sosial buat masyarakat dengan…  https://www.instagram.com/p/B9ZCLX7gOAe/?igshid=himyl2jjy24y …",2020-03-06,0,0,0,-1,-1,0
ada jenisjenis pinjaman live loh nggak ragu pinjaman ya pinjaman diajuin udah proses verifikasi bisa tau… …,,,koinworks,Di KoinWorks ada banyak jenis-jenis pinjaman yang lagi live loh. Jadi nggak perlu ragu buat melakukan pinjaman di KoinWorks ya karena setiap pinjaman yang diajuin udah lewat proses verifikasi. Dan kamu juga bisa tau…  https://www.instagram.com/p/B9YzzZegl4v/?igshid=1emmkubbxbgsu …,2020-03-06,0,0,0,-1,-1,0
hello arya sudah dibantu dicek 😉,,,koinworks,Hello Arya! Sudah dibantu jawab yaa. Boleh dicek yuk! 😉,2020-03-06,0,0,0,-1,-1,0
mohon maaf ketidaknyamanannya ucapkan terima kasih kritik sarannya masukan catat perkembangan depannya ada silakan dm detailnya 🙏,,,koinworks,"Hi! Kami mohon maaf yaa atas ketidaknyamanannya dan ingin kami ucapkan pula terima kasih atas kritik serta sarannya. Masukan Anda akan kami catat guna perkembangan KoinWorks ke depannya. Lalu jika Anda ada pertanyaan atau hal lainnya, silakan DM ke kami detailnya yaa 🙏",2020-03-06,0,0,0,-1,-1,0
halo mohon maaf ketidaknyamanannya khawatir sudah update infonya dm dicek 😊,,,koinworks,"Halo, mohon maaf sekali yaa atas ketidaknyamanannya namun enggak perlu khawatir karena kami sudah sampaikan update infonya ke DM. Boleh dicek yaa 😊",2020-03-06,0,0,0,-1,-1,0
i save this for later 😝,,,ariyadifebri,I save this for later 😝,2020-03-06,0,1,0,-1,-1,-1
indonesia first super financial get return up to pa in one single and use my a to get koin or click is registered supervised by ojk indonesia financial service authority,,,sivhamaliel,"*KoinWorks*, Indonesia First Super Financial App. Get *return up to 18% p.a* in one single app.
Download and *Use my code  a42483 to get 350,000* KOIN or click  
KoinWorks is *registered & supervised by OJK* Indonesia Financial Service Authority",2020-03-05,7,2,3,-1,-1,-1
sbg investor bisa laporan laba rugi disediakan kebutuhan pelaporan spt thanks,,,wellymulia,"@koinworks
Kapan kami sbg investor bisa mendapatkan laporan laba rugi untuk tahun 2019?

Seperti yg disediakan pada tahun 2018:
 https://share.getcloudapp.com/geu24WL7 

Ini untuk kebutuhan pelaporan SPT.

Thanks.",2020-03-05,0,4,0,-1,-1,0
bisa coba pp lending bisa rb coba udah kaya jg cashback koin welcome koinnya senilai rb cmiiw,,,maulviadib,"Mungkin bisa coba p2p lending yg bisa mulai dari 100rb, coba yg udah pasti aja kaya KoinWorks, mereka jg sering cashback koin tiap bulan, malahan welcome koin-nya senilai 350rb, cmiiw",2020-03-05,0,0,0,-1,-1,0
tujuan berbisnis emang cari untung sampe keuntungan butain langkah ya uang emang bikin orang lupa lurusin niat kalo keuntungan satusatunya tujuan berbisnis raih setuju gak sob,,,koinworks,"Tujuan berbisnis emang buat cari untung. Tapi, jangan sampe keuntungan butain langkah kamu ya. Uang emang bikin banyak orang lupa akan segalanya.

Oleh karena itu, kembali lurusin niat kalo keuntungan bukan satu-satunya tujuan berbisnis yang harus kamu raih.

Setuju gak sob? pic.twitter.com/ROlqameni3",2020-03-05,0,0,0,-1,-1,0
gambaran pendanaan lo pp udah cair,,,koinworks,gambaran ketika pendanaan lo di P2P udah pada cair pic.twitter.com/AMiZuNz6z5,2020-03-05,0,4,0,-1,-1,0
sebenernya cuek loh diemdiem suka isiin saldo kas biar pendanaannya tetep lancar kayak sayang,,,koinworks,"Aku sebenernya cuek loh,
tapi diem-diem aku suka isiin Saldo Kas kamu.
biar pendanaannya tetep lancar kayak sayang aku ke kamu.",2020-03-05,0,0,0,-1,-1,0
pantry 👨 bang bangun usaha nih butuh biaya😭 🧔 usaha bang bantuin 👨 gampang cobain koinbisnis bang 🧔 coba dimana bang 👨 bang bisa kembangin bisnis bareng koinbisnis udah pd coba,,,koinworks,"*Lagi di Pantry*

👨: Bang kita lagi bangun usaha nih. Butuh biaya😭
🧔: Usaha apa bang? Sini kita bantuin!
👨: Gampang! Cobain dulu KoinBisnis bang.
🧔: Coba dimana bang?
👨: Di KoinWorks lah bang!

Sekarang kamu bisa kembangin bisnis kamu bareng KoinBisnis, udah pd coba belum?",2020-03-05,0,0,0,-1,-1,0
thank you tracxn this is an honor for us💙 …,,,koinworks,Thank you! @tracxn This is an honor for us💙 https://twitter.com/Tracxn/status/1235471732795994115 …,2020-03-05,0,1,0,-1,-1,-1
congrats applepiecapital modalkuid selflender indifitech kredxindia fundsocieties loantapin have made to emerging alternative lending startups … lending finance mortgage money emergingtech tech startup,,,tracxn,"Congrats!! @applepiecapital, @modalkuid, @selflender, @indifitech, @koinworks, @kredxindia, @fundsocieties, @loantapin have made to ""Emerging Alternative Lending Startups 2020""!  https://tracxn.com/d/emerging-startups/top-alternative-lending-startups-2020 …
#lending #finance #mortgage #money #emergingtech #tech #startup",2020-03-05,0,1,0,-1,-1,0
hai maaf ketidaknyamanannya diinfokan alamat email pengajuan pinjamannya dm bisa coba cek 🙏,,,koinworks,Hai! Maaf banget yaa atas ketidaknyamanannya dan mungkin boleh diinfokan alamat email yang Anda gunakan buat pengajuan pinjamannya di KoinWorks ke DM? Supaya bisa kami coba cek 🙏,2020-03-05,0,0,0,-1,-1,0
kopi chat x journey of indonesia’s financial super this month’s kopi chat will be sharing about behind the works of a gamechanging creator enhancing the future of fintech …,,,agendakotaid,"[Kopi Chat x KoinWorks] Journey of Indonesia’s Financial Super App

This month’s Kopi Chat will be sharing about Behind The Works of A Game-Changing Creator Enhancing The Future Of Fintech.

 https://agendakota.id/events/kopi-chat-x-koinworks-journey-of-indonesias-financial-super-app/ … pic.twitter.com/CSqzzcUCDh",2020-03-05,0,1,0,-1,-1,-1
halo dm sudah dibalas dicek 😊,,,koinworks,"Halo! DM Anda sudah dibalas yaa, yuk boleh dicek lagi 😊",2020-03-05,3,0,0,-1,-1,0
oh tuitter fitur highlight story😆 setuju kalo share konten story tuitter jugak …,,,koinworks,"Oh ternyata Tuitter sekarang punya fitur Highlight Story😆

Siapa yang setuju kalo kita share konten story di Tuitter jugak? https://twitter.com/koinworks/status/1235397255433031682 …",2020-03-05,0,0,0,-1,-1,0
iyaa sudah dibantu imam dicek dm 😊,,,koinworks,Iyaa sudah dibantu jawab kok Imam. Boleh dicek lagi yaa DM Anda 😊,2020-03-05,3,0,0,-1,-1,0
hey annastasya maaf ketidaknyamanannya khawatir sudah update infonya dm dicek thanks 🙏,,,koinworks,Hey Annastasya! Maaf sekali yaa atas ketidaknyamanannya namun jangan khawatir karena kami sudah berikan update infonya di DM Anda. Yuk dicek! Thanks 🙏,2020-03-05,0,0,0,-1,-1,-1
hadirilah moneydiary talk surabaya let’s set up the beat of your finances membahas perencanaan keuangan musisi mendalam maret bertempat visma coworking surabaya free tiket masuk daftar,,,koinworks,"Hadirilah #MoneyDiary Talk Surabaya | Let’s Set Up the Beat of Your Finances | Membahas perencanaan keuangan seorang musisi lebih mendalam

Pada 11 Maret 2020, pukul 18.00 - 19.00, bertempat di Visma CoWorking Surabaya.

FREE Tiket Masuk! Daftar sekarang  http://bit.ly/MDTSURABAYA2020  pic.twitter.com/eGz16SsQ5w",2020-03-05,0,4,0,-1,-1,0
ada nih ramerame riptwitter,,,koinworks,Ada apa nih rame-rame #RIPTwitter? pic.twitter.com/Dk0o2gConD,2020-03-05,0,0,0,-1,-1,0
mengenalkan kecanggihan super financial koinrobo,,,belanjacelana,KoinWorks Mengenalkan Kecanggihan Super Financial App KoinRobo  https://ift.tt/39o8cm1 ,2020-03-05,0,4,0,-1,40,0
mengenalkan kecanggihan super financial koinrobo,,,belanjacelana,KoinWorks Mengenalkan Kecanggihan Super Financial App KoinRobo  https://ift.tt/39o8cm1 ,2020-03-05,0,4,0,-1,40,0
mengenalkan kecanggihan super financial koinrobo,,,belanjacelana,KoinWorks Mengenalkan Kecanggihan Super Financial App KoinRobo  https://ift.tt/39o8cm1 ,2020-03-05,0,4,0,-1,40,0
bertingkah sosmed min mending energi betulkan aplikasi sontoloyo fin apps sistem nya perbaiki kualitas csnya balasan email kaya robot balas udah fyibanyak orang ninggalin kw mending hijrah,,,sabaicoin,"Daripada banyak bertingkah di sosmed min, mending gunakan energi betulkan dulu aplikasi Sontoloyo Fin Apps dan sistem nya. Perbaiki juga kualitas CS-nya, balasan e-mail kaya robot yang balas udah itu lama lagi. 
FYI,banyak orang mulai ninggalin KW, mending hijrah ke yg lain.",2020-03-04,0,0,0,-1,-1,0
min semoga rizqi ku lancaraamiin,,,purnama50741301,Siap min semoga Rizqi ku lancar...Aamiin,2020-03-04,0,0,0,-1,-1,0
follow up id produk e gagal bayar oktober kemarin tunggu jumat pencairan dana,,,vaporvolx,Bagaimana follow up untuk ID produk 212019e483 yg gagal bayar sejak Oktober 2019 kemarin ?? Saya tunggu sampai hari Jumat pukul 24.00 untuk pencairan dana saya,2020-03-04,0,0,0,-1,-1,0
tau serunya perbincangan perencanaan keuangan musisi kali money diary talks mdt surabaya moneydiary talk kali mengangkat judul let’s set up the… …,,,ini_surabaya,"Mau tau serunya membuat perbincangan mengenai perencanaan keuangan seorang musisi ?

Kali ini KoinWorks buat Money Diary Talks (MDT) di Surabaya!

#MoneyDiary Talk kali ini akan mengangkat judul: Let’s Set Up the…  https://www.instagram.com/p/B9Tx-A4HfZr/?igshid=g3fqbeftgjct …",2020-03-04,0,0,0,-1,-1,0
tujuan berbisnis emang cari untung sampe keuntungan butain langkah ya uang emang bikin orang lupa lurusin niat kalo keuntungan bukan… …,,,koinworks,"Tujuan berbisnis emang buat cari untung. Tapi, jangan sampe keuntungan butain langkah kamu ya. Uang emang bikin banyak orang lupa akan segalanya.

Oleh karena itu, kembali lurusin niat kalo keuntungan bukan…  https://www.instagram.com/p/B9Tubbjg1p4/?igshid=7s3lq1l17d8b …",2020-03-04,0,0,0,-1,-1,0
check out kopi chat x jonathan bryan and the future of fintech … eventbrite,,,emifatizebua1,"Check out ""[Kopi Chat x Koinworks ] Jonathan Bryan and the future of fintech""  https://www.eventbrite.com/e/kopi-chat-x-koinworks-jonathan-bryan-and-the-future-of-fintech-tickets-94578305257?aff=estw&utm-medium=discovery&utm-campaign=social&utm-content=attendeeshare&utm-source=tw&utm-term=destsearch … @Eventbrite",2020-03-04,0,1,0,-1,-1,8
check out kopi chat x jonathan bryan and the future of fintech … eventbrite,,,emifatizebua1,"Check out ""[Kopi Chat x Koinworks ] Jonathan Bryan and the future of fintech""  https://www.eventbrite.com/e/kopi-chat-x-koinworks-jonathan-bryan-and-the-future-of-fintech-tickets-94578305257?aff=estw&utm-medium=discovery&utm-campaign=social&utm-content=attendeeshare&utm-source=tw&utm-term=destsearch … @Eventbrite",2020-03-04,0,1,0,-1,-1,8
ayo sob kebut pendanaannya ada imbal hasil menarik kalo beruntung👍,,,koinworks,"ayo sob kebut lagi pendanaannya, ada imbal hasil menarik kalo kamu beruntung!👍",2020-03-04,0,0,0,-1,-1,0
pendanaanku dikit min🤧🤧🤧,,,purnama50741301,Pendanaanku masih dikit min..🤧🤧🤧,2020-03-04,0,0,0,-1,-1,0
jg manusia luput kesalahan atuh kak dm yah info lanjutnya😉,,,koinworks,kita jg manusia yang tak luput dari kesalahan atuh kak~ lanjut DM yah untuk info lebih lanjutnya😉,2020-03-04,0,0,0,-1,-1,0
🤑🤑🤑🤑🤑🤑 🤑 🤑 🤑 🤑🤑🤑🤑🤑🤑 🤑 🤑 🤑 🤑using kebanyakan duit grgr ketagihan nyobain layanan koin pp,,,koinworks,"🤑🤑🤑🤑🤑🤑
🤑
🤑
🤑
🤑🤑🤑🤑🤑🤑
🤑
🤑
🤑
🤑using kebanyakan duit, grgr ketagihan nyobain layanan koin P2P",2020-03-04,0,4,0,-1,-1,0
🤑🤑🤑🤑🤑🤑 🤑 🤑 🤑 🤑🤑🤑🤑🤑🤑 🤑 🤑 🤑 🤑 🤑using kebanyakan duit krn ketagihan ngasih pendanaan koin pp …,,,koinworks,"🤑🤑🤑🤑🤑🤑
🤑
🤑
🤑
🤑🤑🤑🤑🤑🤑
🤑
🤑
🤑
🤑
🤑using kebanyakan duit, krn ketagihan ngasih pendanaan di koin P2P https://twitter.com/andihiyat/status/1234791031066882049 …",2020-03-04,0,4,0,-1,-1,0
uwuuu samaan fhallaw kali nder,,,koinworks,"uwuuu, samaan dong kita. fhallaw dulu kali nder~ pic.twitter.com/TMNnFxyFWS",2020-03-04,0,0,0,-1,-1,0
halo indra maaf ketidaknyamanannya bisa coba cek dilampirkan screenshot koin bisa infokan alamat emailnya terdaftar dm 🙏,,,koinworks,"Halo Indra! Maaf banget yaa atas ketidaknyamanannya namun supaya kami bisa coba cek, boleh dilampirkan dulu screenshot KOIN Anda tidak bisa digunakan seperti apa serta infokan alamat emailnya yang terdaftar di KoinWorks ke DM kami 🙏",2020-03-04,0,0,0,-1,-1,0
sudah dibalas slamet silakan dicek 😊,,,koinworks,"Sudah dibalas yaa Slamet, silakan dicek 😊",2020-03-04,3,0,0,-1,-1,0
hello thank you for your interest with if youd like to apply for a business loan kindly sign up as a business account on our application first once your account is set up you can apply for a loan for your business expansion 😊,,,koinworks,"Hello! Thank you for your interest with KoinWorks. If you'd like to apply for a Business Loan, kindly sign up as a Business Account on our application first. Once your account is set up, you can apply for a loan for your business expansion 😊",2020-03-04,0,1,3,-1,-1,-1
murahin ya kak kayak toko sebelah mata kuat melihat😭,,,koinworks,"murahin aja ya kak, jangan kayak toko sebelah. mata ini tak kuat melihat😭",2020-03-04,0,0,0,-1,-1,0
persiapan harga masker meroket,,,koinworks,Persiapan terakhir sebelum harga masker makin meroket. pic.twitter.com/IMXMlzmFzl,2020-03-04,0,4,0,-1,-1,0
liat harganya tahan napas😭 mending guwa masukin duitnya saldo kas bikin duit guwa dobel🤑,,,koinworks,liat harganya sambil tahan napas😭 mending guwa masukin duitnya ke Saldo Kas KoinWorks!! bikin duit guwa jadi dobel🤑  pic.twitter.com/QjHWNKtRdf,2020-03-04,0,0,0,-1,-1,0
bimsalabim mah kak entar muncul koq,,,koinworks,"bimsalabim aja kita mah kak, entar juga muncul koq",2020-03-04,0,0,0,-1,-1,0
tau udah gelap sadar jg bisa bikin nyaman tampilanku🥰,,,koinworks,"Aku tau dia 
sekarang udah gelap      <>
                                                 tapi aku sadar,
                                                 aku jg bisa bikin kamu 
                                             nyaman sama tampilanku🥰 pic.twitter.com/QOx29J1BdI",2020-03-04,0,0,0,-1,-1,0
musim hujan booming corona panik yah miko ada disamping semangat trusss ok 💜,,,koinworks,"Lagi musim hujan
         Terus booming Corona
            Jangan panik yah!
         MiKo ada disamping kalian kok

          Semangat trusss Ok!
                   💜",2020-03-04,0,0,0,-1,-1,0
